a=0xb4a6; output=0x4687
a=0xfebf; output=0xfc6e
a=0xeb67; output=0x0fc6
a=0x6d62; output=0x8dcb
a=0x900c; output=0x6b21
a=0x8d55; output=0x6dd8
a=0x731c; output=0x8811
a=0x3837; output=0xc2f6
a=0x20a6; output=0xda87
a=0xfd19; output=0xfe14
a=0x9542; output=0x65eb
a=0x245c; output=0xd6d1
a=0x652b; output=0x9602
a=0x6921; output=0x920c
a=0x6e8b; output=0x8ca2
a=0x87f1; output=0x733c
a=0x706c; output=0x8ac1
a=0xcdcb; output=0x2d62
a=0x90f0; output=0x6a3d
a=0x1e51; output=0xdcdc
a=0x2930; output=0xd1fd
a=0x814e; output=0x79df
a=0xd0b0; output=0x2a7d
a=0x71e3; output=0x894a
a=0x9e85; output=0x5ca8
a=0x83dc; output=0x7751
a=0x6c22; output=0x8f0b
a=0xb098; output=0x4a95
a=0xef33; output=0x0bfa
a=0x8f7f; output=0x6bae
a=0xbaa2; output=0x408b
a=0x5f1c; output=0x9c11
a=0x254f; output=0xd5de
a=0x8087; output=0x7aa6
a=0x72b9; output=0x8874
a=0xc32a; output=0x3803
a=0x78b9; output=0x8274
a=0xe0c1; output=0x1a6c
a=0x3241; output=0xc8ec
a=0xb925; output=0x4208
a=0x4fbd; output=0xab70
a=0x4db4; output=0xad79
a=0xcfa6; output=0x2b87
a=0x3643; output=0xc4ea
a=0x2a55; output=0xd0d8
a=0xda72; output=0x20bb
a=0x2b23; output=0xd00a
a=0xdbcd; output=0x1f60
a=0xf72e; output=0x03ff
a=0x6a27; output=0x9106
a=0x4b3d; output=0xaff0
a=0x778d; output=0x83a0
a=0x72b7; output=0x8876
a=0x1933; output=0xe1fa
a=0x6edb; output=0x8c52
a=0x2d57; output=0xcdd6
a=0x2342; output=0xd7eb
a=0x9ce4; output=0x5e49
a=0x0b68; output=0xefc5
a=0xbcd1; output=0x3e5c
a=0x014b; output=0xf9e2
a=0x368a; output=0xc4a3
a=0x4ae5; output=0xb048
a=0xb7a3; output=0x438a
a=0x8eb7; output=0x6c76
a=0x834d; output=0x77e0
a=0xbf4c; output=0x3be1
a=0x0b99; output=0xef94
a=0xc402; output=0x372b
a=0x9565; output=0x65c8
a=0x839e; output=0x778f
a=0x9a12; output=0x611b
a=0xdd45; output=0x1de8
a=0x238f; output=0xd79e
a=0x6ec7; output=0x8c66
a=0x627d; output=0x98b0
a=0x7644; output=0x84e9
a=0xbb72; output=0x3fbb
a=0x38c9; output=0xc264
a=0xc7e0; output=0x334d
a=0x020a; output=0xf923
a=0xec93; output=0x0e9a
a=0xa9fb; output=0x5132
a=0x8fe7; output=0x6b46
a=0xfbaf; output=0xff7e
a=0x5b9f; output=0x9f8e
a=0x7ea8; output=0x7c85
a=0xcac7; output=0x3066
a=0x1c3c; output=0xdef1
a=0x9944; output=0x61e9
a=0xd76e; output=0x23bf
a=0xf0ca; output=0x0a63
a=0xa034; output=0x5af9
a=0x966b; output=0x64c2
a=0xc58a; output=0x35a3
a=0x996d; output=0x61c0
a=0xb819; output=0x4314
a=0xd8dc; output=0x2251
a=0x91d5; output=0x6958
a=0x755b; output=0x85d2
a=0xeed9; output=0x0c54
a=0xf174; output=0x09b9
a=0x3ff6; output=0xbb37
a=0xee56; output=0x0cd7
a=0xb425; output=0x4708
a=0xadd8; output=0x4d55
a=0xb5b4; output=0x4579
a=0x9a6f; output=0x60be
a=0x5e1b; output=0x9d12
a=0xdb75; output=0x1fb8
a=0xea68; output=0x10c5
a=0xd54d; output=0x25e0
a=0x63f3; output=0x973a
a=0x3b27; output=0xc006
a=0x8855; output=0x72d8
a=0x1158; output=0xe9d5
a=0xf706; output=0x0427
a=0xdc2a; output=0x1f03
a=0x500a; output=0xab23
a=0x76ae; output=0x847f
a=0x7bff; output=0x7f2e
a=0xd26f; output=0x28be
a=0x4bee; output=0xaf3f
a=0xbf14; output=0x3c19
a=0xce5f; output=0x2cce
a=0x0887; output=0xf2a6
a=0xc29d; output=0x3890
a=0xf934; output=0x01f9
a=0x93c3; output=0x676a
a=0x50c1; output=0xaa6c
a=0x3643; output=0xc4ea
a=0x6855; output=0x92d8
a=0x7351; output=0x87dc
a=0x1311; output=0xe81c
a=0x1b33; output=0xdffa
a=0x2e95; output=0xcc98
a=0x027b; output=0xf8b2
a=0x7183; output=0x89aa
a=0x0b76; output=0xefb7
a=0x66a5; output=0x9488
a=0x41a2; output=0xb98b
a=0x153c; output=0xe5f1
a=0xbe54; output=0x3cd9
a=0x8c4a; output=0x6ee3
a=0x6b3a; output=0x8ff3
a=0x3abb; output=0xc072
a=0xb29a; output=0x4893
a=0x9c89; output=0x5ea4
a=0xb963; output=0x41ca
a=0x8107; output=0x7a26
a=0x6642; output=0x94eb
a=0x55bf; output=0xa56e
a=0x5905; output=0xa228
a=0x31e6; output=0xc947
a=0x45cc; output=0xb561
a=0x3a91; output=0xc09c
a=0x4d77; output=0xadb6
a=0xcb0e; output=0x301f
a=0xc690; output=0x349d
a=0x12f0; output=0xe83d
a=0x2804; output=0xd329
a=0x0734; output=0xf3f9
a=0x5a52; output=0xa0db
a=0x0f10; output=0xec1d
a=0xae17; output=0x4d16
a=0x8e86; output=0x6ca7
a=0x76d5; output=0x8458
a=0x1b64; output=0xdfc9
a=0xeacd; output=0x1060
a=0x7054; output=0x8ad9
a=0xdbdb; output=0x1f52
a=0x2bfe; output=0xcf2f
a=0x0d1d; output=0xee10
a=0xfc18; output=0xff15
a=0xbbde; output=0x3f4f
a=0x6967; output=0x91c6
a=0xf793; output=0x039a
a=0xcebb; output=0x2c72
a=0x9584; output=0x65a9
a=0xe9aa; output=0x1183
a=0x2300; output=0xd82d
a=0x66bc; output=0x9471
a=0xfcab; output=0xfe82
a=0xe19b; output=0x1992
a=0x8b3b; output=0x6ff2
a=0xc5e8; output=0x3545
a=0x8987; output=0x71a6
a=0x60d4; output=0x9a59
a=0x064f; output=0xf4de
a=0xae10; output=0x4d1d
a=0x44d7; output=0xb656
a=0x4cc3; output=0xae6a
a=0xad43; output=0x4dea
a=0x1662; output=0xe4cb
a=0xe782; output=0x13ab
a=0xe2bb; output=0x1872
a=0x749c; output=0x8691
a=0x2b64; output=0xcfc9
a=0x88ed; output=0x7240
a=0xd2a4; output=0x2889
a=0xe846; output=0x12e7
a=0x4591; output=0xb59c
a=0x61e2; output=0x994b
a=0xfece; output=0xfc5f
a=0xac15; output=0x4f18
a=0xe5ee; output=0x153f
a=0x7595; output=0x8598
a=0xd1be; output=0x296f
a=0xddf1; output=0x1d3c
a=0xd70f; output=0x241e
a=0x3620; output=0xc50d
a=0x7311; output=0x881c
a=0x23be; output=0xd76f
a=0x4ff0; output=0xab3d
a=0x5ef4; output=0x9c39
a=0xb05a; output=0x4ad3
a=0xba36; output=0x40f7
a=0x96dd; output=0x6450
a=0x88f2; output=0x723b
a=0x4b69; output=0xafc4
a=0x8ab3; output=0x707a
a=0x8722; output=0x740b
a=0xa4c8; output=0x5665
a=0xb783; output=0x43aa
a=0xb54c; output=0x45e1
a=0xf0a6; output=0x0a87
a=0xe0e1; output=0x1a4c
a=0xecca; output=0x0e63
a=0x5c01; output=0x9f2c
a=0xec25; output=0x0f08
a=0xdbed; output=0x1f40
a=0x5636; output=0xa4f7
a=0x2fa2; output=0xcb8b
a=0xcaac; output=0x3081
a=0xef3e; output=0x0bef
a=0x2236; output=0xd8f7
a=0x480d; output=0xb320
a=0xf2e9; output=0x0844
a=0xd917; output=0x2216
a=0x5a97; output=0xa096
a=0x7bc9; output=0x7f64
a=0x2a24; output=0xd109
a=0xdb18; output=0x2015
a=0xba19; output=0x4114
a=0x8928; output=0x7205
a=0x189a; output=0xe293
a=0xee88; output=0x0ca5
a=0x63b4; output=0x9779
a=0x8153; output=0x79da
a=0xd038; output=0x2af5
a=0x3a62; output=0xc0cb
a=0x1fcf; output=0xdb5e
a=0x8bd8; output=0x6f55
a=0x8e4c; output=0x6ce1
a=0x19f1; output=0xe13c
a=0x785a; output=0x82d3
a=0x3996; output=0xc197
a=0x09d7; output=0xf156
a=0xa74e; output=0x53df
a=0x5846; output=0xa2e7
a=0xb7b5; output=0x4378
a=0x7ab5; output=0x8078
a=0x0a04; output=0xf129
a=0xd41c; output=0x2711
a=0xb6d1; output=0x445c
a=0x0b9a; output=0xef93
a=0x8b71; output=0x6fbc
a=0xd4ce; output=0x265f
a=0x6023; output=0x9b0a
a=0x7fd6; output=0x7b57
a=0xa49f; output=0x568e
a=0xd9d5; output=0x2158
a=0xc607; output=0x3526
a=0xab8c; output=0x4fa1
a=0x8d60; output=0x6dcd
a=0x6ef6; output=0x8c37
a=0x684b; output=0x92e2
a=0x0944; output=0xf1e9
a=0x4d67; output=0xadc6
a=0x6708; output=0x9425
a=0xc2eb; output=0x3842
a=0x7a13; output=0x811a
a=0xa30e; output=0x581f
a=0x95e4; output=0x6549
a=0x5edf; output=0x9c4e
a=0x61c0; output=0x996d
a=0xbacd; output=0x4060
a=0xc821; output=0x330c
a=0x44d2; output=0xb65b
a=0x67de; output=0x934f
a=0x7b14; output=0x8019
a=0xfbcb; output=0xff62
a=0xa50f; output=0x561e
a=0x7887; output=0x82a6
a=0x64cb; output=0x9662
a=0x2c53; output=0xceda
a=0xbf81; output=0x3bac
a=0x4a50; output=0xb0dd
a=0x6166; output=0x99c7
a=0xb978; output=0x41b5
a=0x8f35; output=0x6bf8
a=0xa448; output=0x56e5
a=0x149f; output=0xe68e
a=0x646b; output=0x96c2
a=0x6a69; output=0x90c4
a=0x3028; output=0xcb05
a=0x8560; output=0x75cd
a=0x842a; output=0x7703
a=0x186e; output=0xe2bf
a=0x8491; output=0x769c
a=0xe3d8; output=0x1755
a=0x428a; output=0xb8a3
a=0xe706; output=0x1427
a=0xedc9; output=0x0d64
a=0x0859; output=0xf2d4
a=0x1d77; output=0xddb6
a=0x33f0; output=0xc73d
a=0x24a4; output=0xd689
a=0x50aa; output=0xaa83
a=0xa7e0; output=0x534d
a=0x9abf; output=0x606e
a=0xdf1e; output=0x1c0f
a=0x28b3; output=0xd27a
a=0xa3f8; output=0x5735
a=0xadb4; output=0x4d79
a=0x78de; output=0x824f
a=0xdc24; output=0x1f09
a=0xb8ab; output=0x4282
a=0xe4ea; output=0x1643
a=0x7383; output=0x87aa
a=0xed20; output=0x0e0d
a=0xbae8; output=0x4045
a=0x79f7; output=0x8136
a=0xac09; output=0x4f24
a=0x19e1; output=0xe14c
a=0x3e40; output=0xbced
a=0xf0c8; output=0x0a65
a=0x7e6c; output=0x7cc1
a=0x014f; output=0xf9de
a=0xb3d2; output=0x475b
a=0x1bc6; output=0xdf67
a=0xd202; output=0x292b
a=0xd330; output=0x27fd
a=0x530d; output=0xa820
a=0x486d; output=0xb2c0
a=0xce35; output=0x2cf8
a=0xc3f2; output=0x373b
a=0xd404; output=0x2729
a=0xd2d6; output=0x2857
a=0x43ec; output=0xb741
a=0x18a8; output=0xe285
a=0x9ee3; output=0x5c4a
a=0xd604; output=0x2529
a=0x0f87; output=0xeba6
a=0xa266; output=0x58c7
a=0x23ba; output=0xd773
a=0xb943; output=0x41ea
a=0xf515; output=0x0618
a=0xb4e2; output=0x464b
a=0x5e92; output=0x9c9b
a=0x7785; output=0x83a8
a=0x6c72; output=0x8ebb
a=0x4944; output=0xb1e9
a=0x4c9e; output=0xae8f
a=0xcfa4; output=0x2b89
a=0x29c7; output=0xd166
a=0xd8ef; output=0x223e
a=0xb94e; output=0x41df
a=0x804b; output=0x7ae2
a=0x0a30; output=0xf0fd
a=0x220d; output=0xd920
a=0x0fb4; output=0xeb79
a=0x1388; output=0xe7a5
a=0x6ac2; output=0x906b
a=0xf428; output=0x0705
a=0x901b; output=0x6b12
a=0x5215; output=0xa918
a=0x2b9e; output=0xcf8f
a=0x7b2f; output=0x7ffe
a=0xd20e; output=0x291f
a=0x67cd; output=0x9360
a=0xf889; output=0x02a4
a=0x3b62; output=0xbfcb
a=0x3e68; output=0xbcc5
a=0x2cd0; output=0xce5d
a=0x6e54; output=0x8cd9
a=0xc2af; output=0x387e
a=0x4d3f; output=0xadee
a=0xb336; output=0x47f7
a=0x1bed; output=0xdf40
a=0x18be; output=0xe26f
a=0xd4bd; output=0x2670
a=0x4c88; output=0xaea5
a=0xc7ad; output=0x3380
a=0xcacd; output=0x3060
a=0xc47b; output=0x36b2
a=0xacca; output=0x4e63
a=0x784e; output=0x82df
a=0xeb41; output=0x0fec
a=0x4725; output=0xb408
a=0xf3f0; output=0x073d
a=0xdc33; output=0x1efa
a=0xa09d; output=0x5a90
a=0x0565; output=0xf5c8
a=0x5b7a; output=0x9fb3
a=0xe587; output=0x15a6
a=0x552f; output=0xa5fe
a=0xa5fd; output=0x5530
a=0x1b24; output=0xe009
a=0x6c0b; output=0x8f22
a=0xa906; output=0x5227
a=0x1634; output=0xe4f9
a=0x9fed; output=0x5b40
a=0x4758; output=0xb3d5
a=0x7610; output=0x851d
a=0x6654; output=0x94d9
a=0x6bad; output=0x8f80
a=0x5d41; output=0x9dec
a=0x07ae; output=0xf37f
a=0x8af1; output=0x703c
a=0xec49; output=0x0ee4
a=0xd284; output=0x28a9
a=0x208e; output=0xda9f
a=0x39d8; output=0xc155
a=0xb9ea; output=0x4143
a=0x8401; output=0x772c
a=0x8f47; output=0x6be6
a=0x8f9e; output=0x6b8f
a=0x04d5; output=0xf658
a=0x9a7c; output=0x60b1
a=0x7c97; output=0x7e96
a=0xebd1; output=0x0f5c
a=0x33ac; output=0xc781
a=0xfac9; output=0x0064
a=0xbce8; output=0x3e45
a=0x9777; output=0x63b6
a=0xfb87; output=0xffa6
a=0xd3d5; output=0x2758
a=0x9b12; output=0x601b
a=0x48b6; output=0xb277
a=0x7d52; output=0x7ddb
a=0xe468; output=0x16c5
a=0xe810; output=0x131d
a=0xce1b; output=0x2d12
a=0xef6f; output=0x0bbe
a=0x8b34; output=0x6ff9
a=0x9981; output=0x61ac
a=0x91c5; output=0x6968
a=0x88e0; output=0x724d
a=0x25b8; output=0xd575
a=0x9b06; output=0x6027
a=0x268b; output=0xd4a2
a=0x7448; output=0x86e5
a=0x324b; output=0xc8e2
a=0xaf67; output=0x4bc6
a=0xcb64; output=0x2fc9
a=0xe4ca; output=0x1663
a=0x4602; output=0xb52b
a=0x0b0e; output=0xf01f
a=0x50b5; output=0xaa78
a=0x0eef; output=0xec3e
a=0xf200; output=0x092d
a=0x64ae; output=0x967f
a=0xbd3b; output=0x3df2
a=0x432b; output=0xb802
a=0x557c; output=0xa5b1
a=0x3cd3; output=0xbe5a
a=0xcbe9; output=0x2f44
a=0x75fc; output=0x8531
a=0x270b; output=0xd422
a=0x6a0e; output=0x911f
a=0x20ae; output=0xda7f
a=0x00fd; output=0xfa30
a=0xdcf0; output=0x1e3d
a=0xfac5; output=0x0068
a=0x7156; output=0x89d7
a=0xde01; output=0x1d2c
a=0x0fc3; output=0xeb6a
a=0x5c37; output=0x9ef6
a=0xeaa3; output=0x108a
a=0xd0c0; output=0x2a6d
a=0x68c6; output=0x9267
a=0xccdb; output=0x2e52
a=0x900c; output=0x6b21
a=0x41fa; output=0xb933
a=0x0170; output=0xf9bd
a=0x76a1; output=0x848c
a=0xe2b0; output=0x187d
a=0xfc16; output=0xff17
a=0x21a8; output=0xd985
a=0x8fb3; output=0x6b7a
a=0x44fb; output=0xb632
a=0xbf12; output=0x3c1b
a=0x2967; output=0xd1c6
a=0x25ab; output=0xd582
a=0x0cb1; output=0xee7c
a=0x5d9e; output=0x9d8f
a=0x7dce; output=0x7d5f
a=0xda81; output=0x20ac
a=0x9e69; output=0x5cc4
a=0xfb46; output=0xffe7
a=0x0ac9; output=0xf064
a=0x4cf7; output=0xae36
a=0x3b0f; output=0xc01e
a=0xe4f7; output=0x1636
a=0xbba5; output=0x3f88
a=0xc877; output=0x32b6
a=0x01ac; output=0xf981
a=0xfff3; output=0xfb3a
a=0x1519; output=0xe614
a=0xb58b; output=0x45a2
a=0xe500; output=0x162d
a=0x69ad; output=0x9180
a=0x3ba0; output=0xbf8d
a=0x9cb6; output=0x5e77
a=0x3203; output=0xc92a
a=0xeea9; output=0x0c84
a=0x3008; output=0xcb25
a=0x7ef4; output=0x7c39
a=0x646d; output=0x96c0
a=0xe8b2; output=0x127b
a=0x5a06; output=0xa127
a=0xa368; output=0x57c5
a=0x62cb; output=0x9862
a=0x4a95; output=0xb098
a=0x2e4e; output=0xccdf
a=0x8d38; output=0x6df5
a=0xa42d; output=0x5700
a=0xd79a; output=0x2393
a=0x58d2; output=0xa25b
a=0x2257; output=0xd8d6
a=0x74d3; output=0x865a
a=0xa2a5; output=0x5888
a=0x4d97; output=0xad96
a=0xab25; output=0x5008
a=0x1efe; output=0xdc2f
a=0x69a7; output=0x9186
a=0xf497; output=0x0696
a=0x9a5f; output=0x60ce
a=0x9b34; output=0x5ff9
a=0x420c; output=0xb921
a=0x141d; output=0xe710
a=0xb133; output=0x49fa
a=0x187b; output=0xe2b2
a=0x4dda; output=0xad53
a=0x094d; output=0xf1e0
a=0x9330; output=0x67fd
a=0x6be1; output=0x8f4c
a=0x96db; output=0x6452
a=0xd056; output=0x2ad7
a=0x8bfd; output=0x6f30
a=0x6066; output=0x9ac7
a=0xb981; output=0x41ac
a=0x581c; output=0xa311
a=0xf747; output=0x03e6
a=0xf719; output=0x0414
a=0x61b3; output=0x997a
a=0xf40f; output=0x071e
a=0x0cc3; output=0xee6a
a=0xac00; output=0x4f2d
a=0x784b; output=0x82e2
a=0x7562; output=0x85cb
a=0x5e7e; output=0x9caf
a=0xc835; output=0x32f8
a=0xde99; output=0x1c94
a=0x7dd1; output=0x7d5c
a=0x885f; output=0x72ce
a=0x16ea; output=0xe443
a=0xf942; output=0x01eb
a=0x51a0; output=0xa98d
a=0x2460; output=0xd6cd
a=0x844a; output=0x76e3
a=0x149b; output=0xe692
a=0xb8f3; output=0x423a
a=0x44d3; output=0xb65a
a=0x1df0; output=0xdd3d
a=0x5e9c; output=0x9c91
a=0x4109; output=0xba24
a=0xed32; output=0x0dfb
a=0x8d1a; output=0x6e13
a=0xc6f9; output=0x3434
a=0xe0aa; output=0x1a83
a=0xe78d; output=0x13a0
a=0x239a; output=0xd793
a=0x1009; output=0xeb24
a=0xe5e1; output=0x154c
a=0x215f; output=0xd9ce
a=0xeb4a; output=0x0fe3
a=0x3f5b; output=0xbbd2
a=0xe69c; output=0x1491
a=0x0630; output=0xf4fd
a=0xb599; output=0x4594
a=0xd07f; output=0x2aae
a=0x9755; output=0x63d8
a=0xc8dd; output=0x3250
a=0x272b; output=0xd402
a=0xf0e8; output=0x0a45
a=0x1fdb; output=0xdb52
a=0x8b4c; output=0x6fe1
a=0x9dac; output=0x5d81
a=0xf5b9; output=0x0574
a=0x202f; output=0xdafe
a=0x0285; output=0xf8a8
a=0x4200; output=0xb92d
a=0x4549; output=0xb5e4
a=0x0f8d; output=0xeba0
a=0xbb5e; output=0x3fcf
a=0x1a1e; output=0xe10f
a=0xecac; output=0x0e81
a=0x6725; output=0x9408
a=0xc65d; output=0x34d0
a=0xb7ef; output=0x433e
a=0x7dfe; output=0x7d2f
a=0xb412; output=0x471b
a=0x0569; output=0xf5c4
a=0xda95; output=0x2098
a=0x7fe0; output=0x7b4d
a=0x8afc; output=0x7031
a=0x12cf; output=0xe85e
a=0xfa11; output=0x011c
a=0x589f; output=0xa28e
a=0x6fe1; output=0x8b4c
a=0x897c; output=0x71b1
a=0xb55e; output=0x45cf
a=0x47c2; output=0xb36b
a=0x5816; output=0xa317
a=0x189a; output=0xe293
a=0xb963; output=0x41ca
a=0xd918; output=0x2215
a=0xa681; output=0x54ac
a=0x71ec; output=0x8941
a=0xa4f5; output=0x5638
a=0xa847; output=0x52e6
a=0x4ab9; output=0xb074
a=0x63c4; output=0x9769
a=0x9c75; output=0x5eb8
a=0x981c; output=0x6311
a=0xf338; output=0x07f5
a=0x623b; output=0x98f2
a=0xae68; output=0x4cc5
a=0xe8b5; output=0x1278
a=0x8089; output=0x7aa4
a=0x6d74; output=0x8db9
a=0xbee3; output=0x3c4a
a=0x81b1; output=0x797c
a=0x2ded; output=0xcd40
a=0x336a; output=0xc7c3
a=0x796d; output=0x81c0
a=0xfa2a; output=0x0103
a=0x74e9; output=0x8644
a=0x2683; output=0xd4aa
a=0xb985; output=0x41a8
a=0x196f; output=0xe1be
a=0xb6ad; output=0x4480
a=0xaf50; output=0x4bdd
a=0xdcb9; output=0x1e74
a=0xc7e9; output=0x3344
a=0x708d; output=0x8aa0
a=0xc223; output=0x390a
a=0xf828; output=0x0305
a=0xd17d; output=0x29b0
a=0x3d62; output=0xbdcb
a=0xf82e; output=0x02ff
a=0x771f; output=0x840e
a=0x4627; output=0xb506
a=0x04cb; output=0xf662
a=0xb08d; output=0x4aa0
a=0x86b8; output=0x7475
a=0xdc91; output=0x1e9c
a=0x1878; output=0xe2b5
a=0xd467; output=0x26c6
a=0x3b10; output=0xc01d
a=0x2300; output=0xd82d
a=0x732e; output=0x87ff
a=0x30f3; output=0xca3a
a=0x7954; output=0x81d9
a=0x7866; output=0x82c7
a=0x4b8a; output=0xafa3
a=0xa689; output=0x54a4
a=0x9db1; output=0x5d7c
a=0x5b6b; output=0x9fc2
a=0x0f16; output=0xec17
a=0xd950; output=0x21dd
a=0x5ce5; output=0x9e48
a=0x0146; output=0xf9e7
a=0xf76d; output=0x03c0
a=0x66ab; output=0x9482
a=0xd994; output=0x2199
a=0x8266; output=0x78c7
a=0x9dcd; output=0x5d60
a=0xccbf; output=0x2e6e
a=0xb3f6; output=0x4737
a=0x3fea; output=0xbb43
a=0xbdbb; output=0x3d72
a=0x5f93; output=0x9b9a
a=0xacbe; output=0x4e6f
a=0xf6f1; output=0x043c
a=0x4ac4; output=0xb069
a=0x0e79; output=0xecb4
a=0x0d58; output=0xedd5
a=0x6f74; output=0x8bb9
a=0x9823; output=0x630a
a=0x3211; output=0xc91c
a=0x12cd; output=0xe860
a=0xa413; output=0x571a
a=0x988f; output=0x629e
a=0x3b63; output=0xbfca
a=0x32fd; output=0xc830
a=0xf667; output=0x04c6
a=0x4250; output=0xb8dd
a=0x414f; output=0xb9de
a=0x04f6; output=0xf637
a=0x5a9f; output=0xa08e
a=0x09b3; output=0xf17a
a=0xc6c2; output=0x346b
a=0xe85a; output=0x12d3
a=0x99aa; output=0x6183
a=0x879d; output=0x7390
a=0xa825; output=0x5308
a=0x9454; output=0x66d9
a=0x9283; output=0x68aa
a=0x3a5a; output=0xc0d3
a=0x7821; output=0x830c
a=0xc23f; output=0x38ee
a=0x3b28; output=0xc005
a=0x178a; output=0xe3a3
a=0x5801; output=0xa32c
a=0xffd3; output=0xfb5a
a=0xf91d; output=0x0210
a=0xf09d; output=0x0a90
a=0xaf45; output=0x4be8
a=0xa72c; output=0x5401
a=0x5072; output=0xaabb
a=0x96b4; output=0x6479
a=0x5be0; output=0x9f4d
a=0x87db; output=0x7352
a=0x8f17; output=0x6c16
a=0xb175; output=0x49b8
a=0x5e7c; output=0x9cb1
a=0x5851; output=0xa2dc
a=0x12f4; output=0xe839
a=0x622f; output=0x98fe
a=0x9b9d; output=0x5f90
a=0x3520; output=0xc60d
a=0x3ee7; output=0xbc46
a=0xd72e; output=0x23ff
a=0xd732; output=0x23fb
a=0x2654; output=0xd4d9
a=0xba6a; output=0x40c3
a=0xc043; output=0x3aea
a=0x3b96; output=0xbf97
a=0x46ce; output=0xb45f
a=0x06d7; output=0xf456
a=0x4e76; output=0xacb7
a=0xd5d4; output=0x2559
a=0x7d12; output=0x7e1b
a=0xceb9; output=0x2c74
a=0xb327; output=0x4806
a=0x8829; output=0x7304
a=0x91ee; output=0x693f
a=0x6c2f; output=0x8efe
a=0x0bcc; output=0xef61
a=0xf2cf; output=0x085e
a=0x52b4; output=0xa879
a=0x2f56; output=0xcbd7
a=0x7849; output=0x82e4
a=0x368d; output=0xc4a0
a=0x0b76; output=0xefb7
a=0x71dd; output=0x8950
a=0x981d; output=0x6310
a=0x615e; output=0x99cf
a=0xcc71; output=0x2ebc
a=0x8887; output=0x72a6
a=0x804e; output=0x7adf
a=0x0762; output=0xf3cb
a=0xef9d; output=0x0b90
a=0x06e2; output=0xf44b
a=0x2561; output=0xd5cc
a=0xc05b; output=0x3ad2
a=0x1b26; output=0xe007
a=0x4257; output=0xb8d6
a=0xdad2; output=0x205b
a=0xef61; output=0x0bcc
a=0x44f0; output=0xb63d
a=0xd8bb; output=0x2272
a=0xbfe4; output=0x3b49
a=0xae09; output=0x4d24
a=0x9ed4; output=0x5c59
a=0xd721; output=0x240c
a=0x9355; output=0x67d8
a=0x8ce8; output=0x6e45
a=0xdc27; output=0x1f06
a=0x1cc9; output=0xde64
a=0x1c83; output=0xdeaa
a=0x7e07; output=0x7d26
a=0x83c3; output=0x776a
a=0x8495; output=0x7698
a=0x9b9f; output=0x5f8e
a=0x8db8; output=0x6d75
a=0xdd7c; output=0x1db1
a=0xb95d; output=0x41d0
a=0x1c81; output=0xdeac
a=0xd519; output=0x2614
a=0x77fd; output=0x8330
a=0xec48; output=0x0ee5
a=0xa983; output=0x51aa
a=0x1cd4; output=0xde59
a=0x651e; output=0x960f
a=0xec9e; output=0x0e8f
a=0x4bf8; output=0xaf35
a=0xbc82; output=0x3eab
a=0xa0a1; output=0x5a8c
a=0xe005; output=0x1b28
a=0x848f; output=0x769e
a=0xddae; output=0x1d7f
a=0x3d69; output=0xbdc4
a=0x6df8; output=0x8d35
a=0x3405; output=0xc728
a=0x1128; output=0xea05
a=0xe353; output=0x17da
a=0x0fd3; output=0xeb5a
a=0xc7f3; output=0x333a
a=0xa547; output=0x55e6
a=0xda28; output=0x2105
a=0x974c; output=0x63e1
a=0x324e; output=0xc8df
a=0xafd8; output=0x4b55
a=0x91bc; output=0x6971
a=0x9644; output=0x64e9
a=0xb9d9; output=0x4154
a=0x804e; output=0x7adf
a=0x20c5; output=0xda68
a=0xdf96; output=0x1b97
a=0x1b9a; output=0xdf93
a=0x933b; output=0x67f2
a=0x8d91; output=0x6d9c
a=0xca89; output=0x30a4
a=0x434a; output=0xb7e3
a=0x21d5; output=0xd958
a=0xd871; output=0x22bc
a=0x8e8b; output=0x6ca2
a=0xe16f; output=0x19be
a=0x9ad8; output=0x6055
a=0x22c5; output=0xd868
a=0x8807; output=0x7326
a=0xa675; output=0x54b8
a=0xc07a; output=0x3ab3
a=0xfeb4; output=0xfc79
a=0x62bd; output=0x9870
a=0x0c51; output=0xeedc
a=0xc9ba; output=0x3173
a=0x6f53; output=0x8bda
a=0x9ba8; output=0x5f85
a=0xd5f6; output=0x2537
a=0x4a98; output=0xb095
a=0x881a; output=0x7313
a=0x28a1; output=0xd28c
a=0x0a60; output=0xf0cd
a=0x0986; output=0xf1a7
a=0x0da9; output=0xed84
a=0x8526; output=0x7607
a=0xa182; output=0x59ab
a=0x4fd1; output=0xab5c
a=0xdbd2; output=0x1f5b
a=0xcb73; output=0x2fba
a=0x46b6; output=0xb477
a=0x427c; output=0xb8b1
a=0x2665; output=0xd4c8
a=0x6b29; output=0x9004
a=0x08e2; output=0xf24b
a=0x0462; output=0xf6cb
a=0xf25c; output=0x08d1
a=0xf0b8; output=0x0a75
a=0xf305; output=0x0828
a=0x2479; output=0xd6b4
a=0x1c70; output=0xdebd
a=0x330d; output=0xc820
a=0xc1cf; output=0x395e
a=0x4810; output=0xb31d
a=0x9222; output=0x690b
a=0x837a; output=0x77b3
a=0xd9fe; output=0x212f
a=0x60a1; output=0x9a8c
a=0xe90e; output=0x121f
a=0x6f1c; output=0x8c11
a=0xf014; output=0x0b19
a=0xde8d; output=0x1ca0
a=0xd4cc; output=0x2661
a=0x7b38; output=0x7ff5
a=0xd07a; output=0x2ab3
a=0xf4d1; output=0x065c
